Time(s),Vout(V),Iload(A)
0.0766900,-120.1907,-1.61862
0.0767000,-120.4590,-1.63410
0.0767100,-120.5577,-1.63845
0.0767200,-121.5575,-1.64074
0.0767300,-122.0447,-1.50944
0.0767400,-122.3638,-1.47923
0.0767500,-122.7509,-1.56535
0.0767600,-121.9354,-1.51185
0.0767700,-123.2117,-1.53526
0.0767800,-123.6733,-1.43905
0.0767900,-123.6286,-1.54204
0.0768000,-123.7338,-1.49720
0.0768100,-123.5318,-1.45302
0.0768200,-124.4793,-1.50391
0.0768300,-124.0537,-1.50733
0.0768400,-125.0462,-1.51247
0.0768500,-125.0116,-1.44914
0.0768600,-125.0447,-1.56501
0.0768700,-126.2329,-1.49077
0.0768800,-125.7541,-1.53433
0.0768900,-126.9946,-1.47123
0.0769000,-126.5928,-1.50262
0.0769100,-127.0617,-1.43185
0.0769200,-127.6126,-1.42324
0.0769300,-127.1024,-1.50547
0.0769400,-127.1770,-1.50779
0.0769500,-128.3324,-1.47797
0.0769600,-127.8334,-1.41315
0.0769700,-127.7137,-1.47059
0.0769800,-127.8196,-1.45344
0.0769900,-127.9915,-1.38752
0.0770000,-128.0157,-1.39074
0.0770100,-128.6376,-1.44708
0.0770200,-129.3507,-1.41143
0.0770300,-129.0872,-1.32199
0.0770400,-129.8183,-1.32177
0.0770500,-129.3894,-1.30993
0.0770600,-129.3385,-1.40230
0.0770700,-129.5601,-1.32549
0.0770800,-129.3900,-1.45502
0.0770900,-130.2098,-1.43864
0.0771000,-129.3454,-1.43261
0.0771100,-129.7488,-1.50080
0.0771200,-130.9773,-1.44657
0.0771300,-130.2430,-1.44812
0.0771400,-130.5729,-1.43587
0.0771500,-131.2362,-1.33837
0.0771600,-130.1698,-1.35085
0.0771700,-131.1312,-1.36488
0.0771800,-130.8234,-1.32910
0.0771900,-130.6050,-1.37791
0.0772000,-131.3337,-1.48426
0.0772100,-131.1715,-1.51775
0.0772200,-130.7753,-1.46908
0.0772300,-131.1454,-1.39502
0.0772400,-131.7047,-1.35811
0.0772500,-130.6147,-1.39585
0.0772600,-131.8555,-1.55916
0.0772700,-131.6672,-1.42597
0.0772800,-131.6216,-1.58617
0.0772900,-131.9722,-1.58059
0.0773000,-131.7612,-1.54307
0.0773100,-131.3591,-1.46058
0.0773200,-132.1017,-1.52866
0.0773300,-131.1649,-1.50957
0.0773400,-131.5112,-1.49109
0.0773500,-131.8501,-1.49274
0.0773600,-131.7534,-1.66230
0.0773700,-131.1514,-1.50678
0.0773800,-130.7275,-1.59296
0.0773900,-132.0710,-1.66520
0.0774000,-131.1613,-1.70588
0.0774100,-131.3103,-1.57406
0.0774200,-131.7131,-1.56852
0.0774300,-131.3487,-1.68370
0.0774400,-131.2941,-1.66905
0.0774500,-131.6137,-1.77260
0.0774600,-131.0853,-1.78556
0.0774700,-131.8539,-1.84671
0.0774800,-130.5150,-1.77550
0.0774900,-130.9596,-1.85156
0.0775000,-131.6769,-1.88136
0.0775100,-131.0301,-1.87867
0.0775200,-131.0190,-1.87363
0.0775300,-130.2751,-1.94187
0.0775400,-130.8874,-1.81474
0.0775500,-130.8038,-1.86290
0.0775600,-131.1251,-1.89813
0.0775700,-131.2128,-2.01088
0.0775800,-130.2362,-1.93439
0.0775900,-131.3822,-1.97313
0.0776000,-129.8857,-2.05487
0.0776100,-131.1692,-2.06721
0.0776200,-129.7462,-2.05467
0.0776300,-130.0116,-2.15374
0.0776400,-130.8477,-2.10491
0.0776500,-131.0551,-2.25987
0.0776600,-130.7920,-2.23540
0.0776700,-129.5297,-2.26556
0.0776800,-130.5285,-2.29504
0.0776900,-130.4481,-2.26459
0.0777000,-130.2453,-2.43178
0.0777100,-129.7693,-2.44370
0.0777200,-129.6982,-2.49984
0.0777300,-130.1100,-2.53115
0.0777400,-129.3058,-2.42574
0.0777500,-130.2002,-2.42081
0.0777600,-130.0941,-2.50964
0.0777700,-129.8616,-2.59185
0.0777800,-129.6753,-2.65470
0.0777900,-128.8655,-2.62833
0.0778000,-129.8099,-2.64872
0.0778100,-128.8004,-2.67653
0.0778200,-129.8242,-2.85429
0.0778300,-129.0726,-2.81351
0.0778400,-128.9624,-2.93103
0.0778500,-128.8033,-2.86215
0.0778600,-129.8438,-3.00802
0.0778700,-128.6271,-2.90547
0.0778800,-128.7042,-3.09112
0.0778900,-129.4940,-3.12625
0.0779000,-129.0250,-3.16502
0.0779100,-128.5682,-3.11507
0.0779200,-129.2249,-3.19801
0.0779300,-128.7145,-3.31548
0.0779400,-129.8228,-3.34200
0.0779500,-129.9134,-3.29226
0.0779600,-129.5573,-3.31009
0.0779700,-128.8896,-3.32623
0.0779800,-129.0844,-3.53769
0.0779900,-129.3292,-3.55994
0.0780000,-129.5440,-3.49048
0.0780100,-129.2096,-3.61922
0.0780200,-128.6257,-3.65914
0.0780300,-129.9106,-3.75089
0.0780400,-129.2701,-3.76297
0.0780500,-129.7804,-3.69035
0.0780600,-128.7869,-3.90153
0.0780700,-129.5480,-3.94844
0.0780800,-129.7301,-3.98831
0.0780900,-128.9049,-4.05494
0.0781000,-129.2606,-3.97632
0.0781100,-130.3044,-4.00994
0.0781200,-129.3702,-4.20494
0.0781300,-129.4568,-4.19935
0.0781400,-130.2458,-4.24274
0.0781500,-130.0085,-4.21627
0.0781600,-129.7479,-4.27142
0.0781700,-130.3334,-4.40283
0.0781800,-129.7520,-4.39923
0.0781900,-129.9825,-4.45401
0.0782000,-130.3955,-4.50215
0.0782100,-130.9821,-4.60301
0.0782200,-130.6008,-4.74334
0.0782300,-131.0611,-4.76968
0.0782400,-131.6043,-4.88453
0.0782500,-130.9246,-4.83268
0.0782600,-130.5614,-4.92019
0.0782700,-131.0150,-5.03305
0.0782800,-131.8924,-5.06508
0.0782900,-131.8536,-5.17425
0.0783000,-132.0254,-5.13177
0.0783100,-132.4090,-5.25627
0.0783200,-131.8037,-5.19162
0.0783300,-131.7461,-5.27416
0.0783400,-132.4193,-5.35971
0.0783500,-133.1244,-5.53913
0.0783600,-133.6471,-5.54210
0.0783700,-133.6942,-5.59765
0.0783800,-133.1026,-5.59697
0.0783900,-133.0440,-5.70402
0.0784000,-134.2104,-5.78594
0.0784100,-134.0464,-5.88159
0.0784200,-133.9583,-5.77970
0.0784300,-134.9190,-5.89441
0.0784400,-134.4317,-6.03841
0.0784500,-135.0616,-5.98452
0.0784600,-135.2440,-6.05721
0.0784700,-134.9396,-6.20966
0.0784800,-136.1919,-6.21023
0.0784900,-136.6599,-6.31269
0.0785000,-135.7670,-6.26293
0.0785100,-136.7877,-6.42479
0.0785200,-136.2561,-6.41764
0.0785300,-137.6198,-6.61656
0.0785400,-137.1555,-6.53547
0.0785500,-137.5368,-6.60528
0.0785600,-137.9269,-6.65033
0.0785700,-138.3602,-6.83598
0.0785800,-138.0815,-6.78250
0.0785900,-139.0158,-6.81137
0.0786000,-138.7001,-7.01380
0.0786100,-139.7903,-7.07160
0.0786200,-140.3024,-7.12858
0.0786300,-140.4972,-7.11323
0.0786400,-141.1747,-7.25030
0.0786500,-141.1563,-7.21029
0.0786600,-141.9432,-7.29446
0.0786700,-142.0288,-7.41126
0.0786800,-141.2976,-7.45490
0.0786900,-142.9456,-7.42204
0.0787000,-143.3293,-7.58481
0.0787100,-143.4622,-7.57556
0.0787200,-143.0436,-7.72541
0.0787300,-143.7374,-7.81420
0.0787400,-143.5165,-7.76485
0.0787500,-144.2271,-7.87409
0.0787600,-144.3898,-7.83999
0.0787700,-145.6389,-8.05532
0.0787800,-146.2860,-8.14014
0.0787900,-146.7300,-8.16126
0.0788000,-145.7820,-8.25658
0.0788100,-147.3346,-8.26906
0.0788200,-146.6482,-8.23706
0.0788300,-147.6511,-8.37060
0.0788400,-148.0882,-8.34532
0.0788500,-147.6448,-8.45803
0.0788600,-149.0062,-8.49648
0.0788700,-149.5393,-8.65885
0.0788800,-149.4503,-8.58920
0.0788900,-149.1788,-8.59446
0.0789000,-149.5968,-8.75510
0.0789100,-150.4002,-8.78035
0.0789200,-150.3371,-8.93528
0.0789300,-151.9297,-8.98322
0.0789400,-151.6552,-8.89804
0.0789500,-152.6629,-8.99004
0.0789600,-153.3845,-9.05570
0.0789700,-152.8423,-9.20811
0.0789800,-154.1060,-9.08972
0.0789900,-153.8238,-9.19995
0.0790000,-154.3407,-9.31302
0.0790100,-154.4338,-9.36308
0.0790200,-155.5922,-9.38859
0.0790300,-155.0837,-9.34987
0.0790400,-155.9680,-9.50573
0.0790500,-155.5546,-9.54732
0.0790600,-157.3058,-9.62005
0.0790700,-157.4986,-9.67048
0.0790800,-156.7486,-9.74763
0.0790900,-157.3479,-9.79193
0.0791000,-158.0208,-9.79737
0.0791100,-158.0046,-9.88398
0.0791200,-159.0009,-9.95195
0.0791300,-159.0028,-9.85930
0.0791400,-159.8286,-9.99269
0.0791500,-159.9920,-10.09885
0.0791600,-160.6175,-10.02534
0.0791700,-160.2413,-10.18339
0.0791800,-160.7377,-10.24310
0.0791900,-161.7266,-10.28885
0.0792000,-162.3188,-10.20181
0.0792100,-161.9391,-10.39443
0.0792200,-162.9955,-10.30129
0.0792300,-163.3695,-10.33723
0.0792400,-162.5798,-10.51120
0.0792500,-163.9707,-10.49684
0.0792600,-163.1174,-10.46977
0.0792700,-163.9022,-10.49629
0.0792800,-165.1226,-10.68535
0.0792900,-164.5308,-10.68977
0.0793000,-165.2225,-10.73093
0.0793100,-165.0150,-10.73656
0.0793200,-165.5174,-10.73022
0.0793300,-166.3035,-10.78232
0.0793400,-166.7014,-10.77181
0.0793500,-165.9690,-10.81521
0.0793600,-166.2075,-10.86169
0.0793700,-167.2948,-10.97686
0.0793800,-166.8110,-11.08226
0.0793900,-167.6066,-11.15435
0.0794000,-168.4584,-11.11116
0.0794100,-168.0903,-11.05920
0.0794200,-168.3767,-11.18225
0.0794300,-168.5993,-11.17794
0.0794400,-169.4568,-11.21711
0.0794500,-169.3239,-11.34808
0.0794600,-169.1638,-11.38318
0.0794700,-169.3232,-11.26069
0.0794800,-170.0870,-11.39795
0.0794900,-169.9878,-11.49086
0.0795000,-170.1766,-11.38469
0.0795100,-170.0138,-11.37046
0.0795200,-170.8333,-11.57059
0.0795300,-171.4540,-11.60956
0.0795400,-171.3770,-11.54311
0.0795500,-170.6293,-11.64288
0.0795600,-171.8074,-11.70303
0.0795700,-171.4472,-11.57810
0.0795800,-171.6106,-11.65920
0.0795900,-172.2935,-11.75486
0.0796000,-172.3392,-11.70171
0.0796100,-171.8119,-11.75632
0.0796200,-172.6810,-11.71173
0.0796300,-171.6458,-11.89739
0.0796400,-172.3534,-11.76506
0.0796500,-172.3988,-11.89651
0.0796600,-171.9453,-11.98270
0.0796700,-172.5492,-11.83310
0.0796800,-172.7168,-11.89966
0.0796900,-172.4476,-11.95652
0.0797000,-171.9749,-11.98552
0.0797100,-172.6870,-12.05214
0.0797200,-172.5859,-11.93704
0.0797300,-173.1230,-12.10404
0.0797400,-173.4920,-11.96545
0.0797500,-172.2952,-12.15678
0.0797600,-172.4064,-12.11684
0.0797700,-172.8485,-12.19499
0.0797800,-172.9476,-12.22386
0.0797900,-173.4217,-12.23606
0.0798000,-172.5920,-12.13179
0.0798100,-173.3322,-12.14606
0.0798200,-172.1059,-12.24931
0.0798300,-172.8395,-12.26722
0.0798400,-172.2012,-12.33619
0.0798500,-172.1250,-12.21451
0.0798600,-172.4201,-12.28773
0.0798700,-172.4166,-12.34511
0.0798800,-172.9040,-12.37101
0.0798900,-172.3880,-12.24163
0.0799000,-172.7637,-12.28027
0.0799100,-171.5171,-12.35314
0.0799200,-172.0981,-12.43861
0.0799300,-171.4496,-12.33924
0.0799400,-172.0416,-12.34668
0.0799500,-171.2438,-12.46877
0.0799600,-171.5821,-12.43675
0.0799700,-171.1748,-12.46006
0.0799800,-170.6633,-12.52827
0.0799900,-170.6305,-12.55746
0.0800000,-170.4184,-12.40786
0.0800100,-171.3028,-12.46642
0.0800200,-170.5024,-12.52138
0.0800300,-171.0229,-12.53376
0.0800400,-170.8138,-12.42568
0.0800500,-169.8780,-12.49468
0.0800600,-170.1859,-12.60122
0.0800700,-170.0319,-12.52310
0.0800800,-169.1199,-12.60725
0.0800900,-168.9946,-12.48868
0.0801000,-169.1358,-12.51861
0.0801100,-168.1514,-12.55293
0.0801200,-167.9941,-12.51284
0.0801300,-168.7207,-12.49514
0.0801400,-168.1942,-12.54001
0.0801500,-167.5430,-12.56980
0.0801600,-167.2150,-12.66813
0.0801700,-167.0432,-12.60829
0.0801800,-166.5480,-12.70301
0.0801900,-167.1285,-12.66705
0.0802000,-166.0783,-12.61288
0.0802100,-166.1999,-12.55939
0.0802200,-166.3911,-12.70184
0.0802300,-166.0315,-12.60559
0.0802400,-165.1610,-12.55277
0.0802500,-165.6554,-12.61436
0.0802600,-165.4357,-12.67592
0.0802700,-164.5630,-12.71292
0.0802800,-163.6520,-12.63837
0.0802900,-163.2557,-12.66137
0.0803000,-163.8936,-12.61506
0.0803100,-163.3038,-12.68613
0.0803200,-163.3072,-12.64945
0.0803300,-162.0443,-12.74655
0.0803400,-162.7073,-12.76509
0.0803500,-162.0123,-12.65037
0.0803600,-161.6254,-12.63739
0.0803700,-161.8553,-12.61120
0.0803800,-160.0646,-12.70610
0.0803900,-160.0774,-12.70313
0.0804000,-160.5235,-12.71333
0.0804100,-159.6031,-12.65450
0.0804200,-159.0538,-12.78208
0.0804300,-159.5582,-12.69245
0.0804400,-158.0117,-12.64882
0.0804500,-157.8681,-12.79130
0.0804600,-158.2213,-12.64785
0.0804700,-157.2988,-12.77194
0.0804800,-156.5483,-12.68575
0.0804900,-156.9845,-12.79114
0.0805000,-156.7332,-12.78871
0.0805100,-155.5246,-12.65948
0.0805200,-155.1099,-12.60908
0.0805300,-155.1804,-12.72519
0.0805400,-154.9523,-12.69886
0.0805500,-154.8536,-12.60062
0.0805600,-153.4636,-12.70807
0.0805700,-153.0958,-12.78612
0.0805800,-153.7038,-12.75177
0.0805900,-153.4990,-12.68897
0.0806000,-153.1062,-12.70189
0.0806100,-152.1817,-12.67340
0.0806200,-151.1514,-12.63562
0.0806300,-150.8690,-12.74681
0.0806400,-151.0539,-12.76803
0.0806500,-150.9586,-12.61002
0.0806600,-150.5599,-12.62124
0.0806700,-149.7226,-12.66205
0.0806800,-148.8440,-12.63123
0.0806900,-148.5744,-12.73410
0.0807000,-148.5479,-12.66542
0.0807100,-148.6293,-12.69678
0.0807200,-148.2117,-12.73789
0.0807300,-147.8357,-12.71655
0.0807400,-147.1432,-12.59945
0.0807500,-147.2522,-12.69363
0.0807600,-146.2759,-12.68657
0.0807700,-146.3957,-12.58906
0.0807800,-145.3719,-12.64552
0.0807900,-145.7898,-12.54424
0.0808000,-144.6364,-12.59495
0.0808100,-143.7272,-12.56647
0.0808200,-143.3268,-12.55702
0.0808300,-144.0596,-12.65706
0.0808400,-142.8289,-12.58519
0.0808500,-143.4675,-12.63373
0.0808600,-142.8254,-12.50650
0.0808700,-141.9561,-12.63437
0.0808800,-141.0712,-12.65871
0.0808900,-140.8776,-12.65005
0.0809000,-141.4186,-12.49527
0.0809100,-140.4744,-12.67930
0.0809200,-139.5941,-12.49600
0.0809300,-139.7749,-12.55546
0.0809400,-139.7748,-12.65173
0.0809500,-139.6413,-12.56540
0.0809600,-139.2490,-12.56160
0.0809700,-137.5217,-12.64085
0.0809800,-138.1096,-12.60150
0.0809900,-137.5526,-12.50810
0.0810000,-137.6951,-12.52202
0.0810100,-136.9708,-12.51639
0.0810200,-135.8542,-12.48308
0.0810300,-135.3349,-12.54024
0.0810400,-135.1147,-12.43514
0.0810500,-134.8185,-12.56398
0.0810600,-134.9661,-12.58674
0.0810700,-135.0681,-12.51609
0.0810800,-133.8340,-12.40399
0.0810900,-134.2286,-12.42205
0.0811000,-132.7606,-12.42030
0.0811100,-133.2220,-12.48260
0.0811200,-131.9128,-12.53850
0.0811300,-131.4335,-12.55258
0.0811400,-132.5327,-12.44037
0.0811500,-132.0515,-12.51605
0.0811600,-131.2848,-12.43431
0.0811700,-131.4010,-12.47705
0.0811800,-130.6288,-12.33619
0.0811900,-130.6521,-12.44528
0.0812000,-129.6661,-12.36498
0.0812100,-129.8711,-12.37842
0.0812200,-128.6566,-12.45713
0.0812300,-128.6543,-12.45947
0.0812400,-128.8069,-12.43551
0.0812500,-127.7109,-12.43154
0.0812600,-127.4191,-12.30604
0.0812700,-126.2614,-12.30840
0.0812800,-126.5047,-12.39760
0.0812900,-126.3507,-12.35225
0.0813000,-125.6006,-12.24201
0.0813100,-124.8210,-12.40110
0.0813200,-124.6620,-12.21550
0.0813300,-124.8576,-12.29580
0.0813400,-124.3337,-12.35251
0.0813500,-123.8744,-12.36796
0.0813600,-124.0235,-12.26192
0.0813700,-122.8476,-12.25862
0.0813800,-122.4324,-12.20906
0.0813900,-122.8312,-12.23802
0.0814000,-122.6235,-12.19194
0.0814100,-122.1521,-12.21853
0.0814200,-121.8711,-12.28412
0.0814300,-121.3218,-12.10248
0.0814400,-121.2362,-12.22172
0.0814500,-120.3870,-12.24435
0.0814600,-120.4705,-12.18733
0.0814700,-119.7750,-12.05351
0.0814800,-119.2702,-12.09436
0.0814900,-118.1535,-12.17259
0.0815000,-118.5615,-12.01516
0.0815100,-117.7214,-12.06818
0.0815200,-117.3512,-11.99344
0.0815300,-117.0786,-11.99230
0.0815400,-117.5334,-12.00873
0.0815500,-115.6985,-11.93848
0.0815600,-116.4445,-11.89712
0.0815700,-115.8208,-11.95870
0.0815800,-115.8642,-11.97600
0.0815900,-114.2993,-11.94192
0.0816000,-114.1523,-11.95780
0.0816100,-114.4293,-11.94801
0.0816200,-114.3688,-11.85734
0.0816300,-113.3544,-11.92945
0.0816400,-112.1953,-11.79677
0.0816500,-112.7251,-11.82826
0.0816600,-112.0034,-11.83000
0.0816700,-111.6860,-11.87237
0.0816800,-110.4272,-11.86440
0.0816900,-111.3250,-11.67392
0.0817000,-109.5741,-11.72193
0.0817100,-110.1351,-11.64946
0.0817200,-109.6956,-11.69040
0.0817300,-109.6966,-11.61318
0.0817400,-108.7440,-11.57072
0.0817500,-108.5638,-11.53220
0.0817600,-107.5158,-11.56564
0.0817700,-107.4824,-11.55886
0.0817800,-106.7750,-11.48158
0.0817900,-106.9804,-11.53670
0.0818000,-105.5859,-11.46749
0.0818100,-105.4137,-11.55550
0.0818200,-104.7734,-11.36844
0.0818300,-103.9206,-11.40872
0.0818400,-104.0094,-11.39664
0.0818500,-103.6603,-11.31535
0.0818600,-102.3037,-11.37357
0.0818700,-103.0355,-11.38803
0.0818800,-102.2216,-11.40402
0.0818900,-102.2681,-11.26301
0.0819000,-101.5598,-11.26300
0.0819100,-100.2197,-11.28806
0.0819200,-99.7261,-11.14010
0.0819300,-99.8047,-11.14914
0.0819400,-98.8567,-11.07850
0.0819500,-98.7009,-11.10556
0.0819600,-97.9396,-11.13604
0.0819700,-96.9937,-11.04335
0.0819800,-97.3738,-10.97274
0.0819900,-96.3180,-10.88435
0.0820000,-95.6584,-10.99863
0.0820100,-95.9225,-10.92122
0.0820200,-94.8716,-10.78879
0.0820300,-93.8870,-10.91954
0.0820400,-93.1069,-10.82142
0.0820500,-93.7343,-10.74035
0.0820600,-93.1404,-10.63808
0.0820700,-91.8803,-10.63319
0.0820800,-91.3184,-10.63974
0.0820900,-90.2592,-10.61342
0.0821000,-90.4684,-10.55538
0.0821100,-90.1745,-10.46289
0.0821200,-88.8288,-10.41034
0.0821300,-88.9605,-10.40748
0.0821400,-88.4853,-10.42519
0.0821500,-86.5352,-10.43268
0.0821600,-86.7222,-10.41326
0.0821700,-85.7155,-10.35935
0.0821800,-84.9163,-10.33335
0.0821900,-85.2349,-10.21609
0.0822000,-84.6462,-10.10753
0.0822100,-83.5226,-10.14040
0.0822200,-82.5567,-10.15120
0.0822300,-82.9548,-10.08244
0.0822400,-81.0446,-9.93430
0.0822500,-80.2404,-9.99371
0.0822600,-80.3664,-9.99665
0.0822700,-79.3382,-9.95336
0.0822800,-78.8308,-9.82874
0.0822900,-78.2494,-9.75281
0.0823000,-76.9808,-9.77138
0.0823100,-76.5263,-9.62813
0.0823200,-75.9170,-9.54624
0.0823300,-75.2523,-9.65515
0.0823400,-74.8543,-9.56080
0.0823500,-74.6399,-9.57635
0.0823600,-73.0696,-9.35040
0.0823700,-72.8523,-9.43604
0.0823800,-72.3840,-9.25746
0.0823900,-70.9706,-9.20171
0.0824000,-70.2309,-9.18726
0.0824100,-70.0870,-9.27018
0.0824200,-69.0816,-9.16884
0.0824300,-68.0817,-9.16669
0.0824400,-68.2663,-9.08134
0.0824500,-67.1696,-8.99891
0.0824600,-65.5998,-8.97439
0.0824700,-64.8576,-8.81712
0.0824800,-65.4794,-8.72981
0.0824900,-63.4801,-8.83925
0.0825000,-62.6853,-8.70082
0.0825100,-62.5335,-8.56015
0.0825200,-61.5923,-8.54217
0.0825300,-61.1511,-8.54317
0.0825400,-61.0719,-8.37112
0.0825500,-60.0435,-8.41357
0.0825600,-58.6806,-8.30962
0.0825700,-57.3903,-8.28368
0.0825800,-57.7826,-8.16748
0.0825900,-56.9077,-8.10183
0.0826000,-56.3551,-8.08779
0.0826100,-54.2816,-8.02917
0.0826200,-54.7122,-7.98176
0.0826300,-53.1323,-7.98355
0.0826400,-52.7104,-7.87451
0.0826500,-51.7409,-7.78838
0.0826600,-50.7672,-7.73890
0.0826700,-49.5160,-7.72300
0.0826800,-48.7051,-7.62967
0.0826900,-47.9375,-7.53704
0.0827000,-48.3636,-7.53287
0.0827100,-46.4310,-7.44325
0.0827200,-46.7227,-7.30896
0.0827300,-45.2712,-7.20158
0.0827400,-43.8693,-7.18801
0.0827500,-44.0345,-7.05546
0.0827600,-43.0514,-7.11922
0.0827700,-42.2249,-7.07206
0.0827800,-40.3791,-6.89425
0.0827900,-39.9319,-6.86305
0.0828000,-39.0451,-6.75562
0.0828100,-38.8149,-6.70533
0.0828200,-37.5987,-6.60611
0.0828300,-36.8470,-6.58326
0.0828400,-35.9637,-6.49997
0.0828500,-35.7412,-6.44087
0.0828600,-33.8464,-6.42955
0.0828700,-33.7983,-6.34767
0.0828800,-33.2737,-6.32188
0.0828900,-31.4160,-6.28788
0.0829000,-30.8031,-6.09434
0.0829100,-30.6309,-6.09833
0.0829200,-28.7402,-6.09394
0.0829300,-27.8726,-5.83783
0.0829400,-27.2820,-5.84720
0.0829500,-26.6503,-5.75510
0.0829600,-25.8823,-5.76221
0.0829700,-24.5583,-5.63310
0.0829800,-23.6151,-5.65921
0.0829900,-23.8651,-5.48406
0.0830000,-22.2778,-5.43835
0.0830100,-22.3247,-5.37541
0.0830200,-20.4871,-5.31974
0.0830300,-19.7333,-5.18290
0.0830400,-19.6802,-5.22696
0.0830500,-18.4751,-5.06473
0.0830600,-17.9416,-5.02464
0.0830700,-16.4927,-5.04145
0.0830800,-16.1253,-4.93223
0.0830900,-15.4593,-4.74077
0.0831000,-14.6127,-4.80039
0.0831100,-12.5967,-4.70119
0.0831200,-12.3698,-4.60723
0.0831300,-11.8301,-4.46149
0.0831400,-10.7263,-4.48074
0.0831500,-9.0829,-4.38426
0.0831600,-8.4186,-4.34594
0.0831700,-7.5615,-4.18239
0.0831800,-6.6213,-4.24757
0.0831900,-5.6923,-4.10627
0.0832000,-5.3205,-4.10570
0.0832100,-5.0378,-3.99044
0.0832200,-3.7926,-3.94160
0.0832300,-2.7463,-3.83201
0.0832400,-2.3798,-3.78975
0.0832500,-0.8759,-3.67100
0.0832600,-0.1581,-3.64451
0.0832700,0.9698,-3.43456
0.0832800,1.7849,-3.51173
0.0832900,2.6265,-3.46552
0.0833000,3.3208,-3.34665
0.0833100,3.5527,-3.32037
0.0833200,4.5049,-3.13341
0.0833300,5.2611,-3.10771
0.0833400,6.6305,-3.00355
0.0833500,7.5236,-3.02934
0.0833600,7.9766,-2.98056
0.0833700,9.2350,-2.84371
0.0833800,9.1405,-2.72488
0.0833900,10.8542,-2.70200
0.0834000,11.9742,-2.61781
0.0834100,11.5798,-2.60656
0.0834200,13.1068,-2.48484
0.0834300,14.2417,-2.51877
0.0834400,14.6447,-2.40212
0.0834500,15.2655,-2.38933
0.0834600,16.3678,-2.32200
0.0834700,17.3905,-2.16257
0.0834800,18.5696,-2.08536
0.0834900,18.9401,-2.11506
0.0835000,20.2284,-1.97777
0.0835100,20.7823,-2.02183
0.0835200,21.9939,-1.95161
0.0835300,21.4749,-1.85056
0.0835400,22.8984,-1.67017
0.0835500,23.9534,-1.65273
0.0835600,24.9817,-1.59255
0.0835700,26.0571,-1.49691
0.0835800,26.5208,-1.56513
0.0835900,27.0994,-1.49082
0.0836000,28.3462,-1.43636
0.0836100,28.4085,-1.23863
0.0836200,29.1719,-1.17267
0.0836300,30.4076,-1.20572
0.0836400,31.1802,-1.22949
0.0836500,31.4473,-1.05141
0.0836600,32.9994,-0.96554
0.0836700,33.4205,-0.89079
0.0836800,34.9189,-0.90962
0.0836900,35.0182,-0.77750
0.0837000,35.0936,-0.72303
0.0837100,36.0035,-0.66871
0.0837200,37.5028,-0.73513
0.0837300,37.5201,-0.62083
0.0837400,39.3257,-0.51440
0.0837500,39.9758,-0.57005
0.0837600,39.8476,-0.49611
0.0837700,40.6811,-0.35541
0.0837800,41.4760,-0.44985
0.0837900,42.2469,-0.37217
0.0838000,44.2030,-0.25324
0.0838100,44.5845,-0.26010
0.0838200,45.1075,-0.13699
0.0838300,45.5751,-0.15613
0.0838400,46.0354,-0.11550
0.0838500,48.0704,-0.12050
0.0838600,47.5867,-0.07120
0.0838700,48.5976,0.13322
0.0838800,49.3578,0.15486
0.0838900,50.3681,0.06448
0.0839000,50.8610,0.25150
0.0839100,52.3622,0.31891
0.0839200,53.5895,0.22160
0.0839300,53.2412,0.40162
0.0839400,53.7115,0.28448
0.0839500,54.7060,0.36222
0.0839600,55.2933,0.33763
0.0839700,57.3432,0.37899
0.0839800,56.9746,0.49581
0.0839900,57.9234,0.51219
0.0840000,58.3033,0.66970
0.0840100,60.0595,0.63232
0.0840200,61.1033,0.60589
0.0840300,61.5419,0.68413
0.0840400,62.4268,0.74374
0.0840500,62.0539,0.84759
0.0840600,62.6408,0.85951
0.0840700,63.7158,0.84155
0.0840800,65.1225,0.77481
0.0840900,65.7658,0.88779
0.0841000,66.9029,1.01839
0.0841100,67.6091,0.94199
0.0841200,66.9845,0.89183
0.0841300,68.9844,0.92163
0.0841400,69.2888,1.00156
0.0841500,70.3308,1.13161
0.0841600,70.9359,1.11915
0.0841700,71.6300,1.19614
0.0841800,72.3693,1.16269
0.0841900,72.7089,1.22341
0.0842000,73.4267,1.13290
0.0842100,74.5554,1.16608
0.0842200,74.2160,1.23371
0.0842300,75.9289,1.17285
0.0842400,76.5400,1.20637
0.0842500,77.6018,1.31830
0.0842600,77.9818,1.36893
0.0842700,77.9143,1.40623
0.0842800,78.9744,1.29889
0.0842900,79.0921,1.48718
0.0843000,80.0436,1.41684
0.0843100,81.4439,1.43272
0.0843200,81.7880,1.40896
0.0843300,83.0599,1.55411
0.0843400,83.6079,1.47669
0.0843500,83.8134,1.46613
0.0843600,84.4135,1.57557
0.0843700,84.7069,1.52033
0.0843800,85.1197,1.49753
0.0843900,86.7053,1.47432
0.0844000,87.2020,1.59140
0.0844100,87.0843,1.55984
0.0844200,88.5265,1.67082
0.0844300,88.6643,1.63514
0.0844400,89.4669,1.69243
0.0844500,89.5974,1.58285
0.0844600,90.3375,1.60061
0.0844700,91.9318,1.59114
0.0844800,91.8505,1.68434
0.0844900,93.3822,1.69726
0.0845000,93.7377,1.68090
0.0845100,94.4141,1.59697
0.0845200,95.1549,1.77806
0.0845300,94.8569,1.67591
0.0845400,96.3420,1.73120
0.0845500,96.1498,1.69491
